176,420
187,97
207,208
16443,33719
300000,300000
200,162
173,188
1484,4010
1459,11483
99,190
209,154
554,1728
141,226
356,454
265,761
260,407
498,908
3605,11750
8599,8544
300000,300000
2299,4497
652,1316
1920,3394
276,2759
127,97
185111,300000
268,417
1050,1148
150,204
140,99
4936,300000
834,653
1167,12901
186,122
6645,13092
1594,1988
51751,106473
106,105
115,151
181,133
134,151
99,216
300000,300000
7922,24095
265,271
110,152
265,1882
106,240
152,329
196,315
210,182
267,596
164,110
113,104
836,391
1837,7646
569,3978
11561,144356
145,312
235,1408
195,373
2119,4744
24416,85996
2420,7137
1087,2962
1999,774
103,158
108,142
334,981
121,213
101,117
300000,300000
300000,300000
277,426
147,251
175,209
987,1964
107,151
364,1114
114,181
275,378
300000,300000
127,110
300000,300000
99,103
222,252
218,380
295,802
695,2520
135,118
300000,300000
166,231
4049,33401
215,335
588,298
307,1681
220,147
749,2023
154,134
770,3815
