602,1905
3674,7341
83,119
120000,85182
120000,7164
427,573
2493,697
256,341
1086,2182
115,282
156,191
1891,2402
16434,20835
108,90
382,998
120000,321
111,152
4099,1361
105,83
236,148
2987,40004
120000,120000
88,158
235,369
16549,113452
7958,3972
112,305
1055,333
127,154
598,307
7092,85450
95,97
120000,120000
120000,89057
527,1813
24395,25379
120000,64474
120000,1609
120000,120000
117,150
120000,120000
506,582
509,185
120000,120000
90,119
639,782
157,116
120000,120000
614,100
164,270
89,101
215,838
2347,2988
73643,120000
120000,120000
92,125
120000,120000
640,608
112,104
93501,120000
2208,59194
28041,5889
1024,1538
415,667
1080,4817
12892,9676
105,173
337,580
206,259
227,447
226,248
1221,671
141,152
120000,30552
5813,120000
120000,46614
120000,120000
79385,69946
478,737
1389,2074
137,106
10853,30340
98,143
120000,120000
120000,120000
268,517
416,2041
123,351
127,145
1578,5449
23760,21941
228,171
236,211
7775,2596
269,11037
274,157
239,155
120000,52745
5141,4061
471,300
120000,120000
102,130
88,108
218,186
120000,44637
184,365
1173,3026
139,136
1816,376
85865,31960
134,138
396,195
238,122
1862,179
822,1783
1469,409
505,447
5627,5080
80,108
641,348
120000,120000
111,114
166,185
120000,120000
120000,120000
120000,120000
1635,782
200,435
198,310
137,272
127,148
88,106
120000,120000
120000,120000
732,297
891,1357
132,178
1786,150
679,1164
189,184
932,7277
15261,521
120000,120000
89,101
104,296
503,848
178,259
120000,7601
1341,476
120000,120000
120000,120000
2916,25223
285,1264
1627,3376
44880,120000
265,484
107,133
598,113
115,316
249,262
120000,120000
241,2613
90,115
88,100
260,317
506,619
2343,19487
91,119
314,407
877,3415
7078,1237
251,566
243,341
123,112
120000,120000
192,350
2545,5102
12288,4003
120000,120000
42872,120000
5596,120000
403,280
2064,2556
1606,870
130,100
8540,4533
150,164
205,452
790,686
1917,958
116,124
120000,120000
72631,5186
138,146
120000,120000
2675,6262
90,154
120000,120000
226,331
1268,171
615,2448
10441,39413
120000,120000
4102,3212
3045,2011
120000,120000
162,184
117,142
201,175
17599,7542
145,126
90,105
120000,120000
93,128
120000,120000
2975,72234
1345,5987
