7,134000
3,546
2,15
3,94
3,421
1,1
3,732
5,9781
2,32
1,1
4,589
1,7
4,5344
4,3187
3,559
3,84
4,183
1,2
3,536
2,107
1,3
4,1042
6,7431
4,1927
3,46
1,2
2,62
2,8
3,201
4,11732
1,7
2,28
3,161
5,3707
2,143
1,11
3,57
2,17
2,14
3,100
1,6
1,9
1,5
2,10
4,4327
1,1
5,2187
4,1488
5,3899
3,105
1,3
3,41
1,9
1,4
4,247
1,3
2,7
2,29
3,1979
1,7
1,2
1,5
3,987
4,797
1,6
1,3
1,6
3,19
3,90
1,4
5,1030
5,57503
2,41
3,247
2,29
4,934
5,4008
1,3
1,3
1,5
1,7
2,15
1,3
3,100
5,908
1,3
4,73
1,4
1,5
4,265
2,85
3,84
5,3632
3,230
3,1100
1,3
1,3
1,8
3,96
1,2
1,3
4,118
1,2
2,74
2,18
2,38
1,3
3,259
6,35477
4,827
1,1
2,30
1,1
2,73
2,7
1,3
3,1053
4,3738
4,2023
3,55
4,253
2,29
3,966
4,79
6,97829
5,2718
3,150
1,4
2,24
1,9
3,24
2,47
2,14
4,232
3,49
3,60
1,7
2,94
3,101
5,2424
1,4
2,117
2,10
1,3
3,215
2,15
2,85
1,3
3,598
2,13
1,2
1,4
2,11
2,10
5,7604
5,8978
4,405
4,361
5,3896
1,4
5,5578
5,2804
2,38
1,5
1,3
4,2788
2,20
1,5
2,12
2,63
4,1109
1,3
3,485
1,2
1,5
2,19
1,3
4,4264
2,44
1,3
3,205
4,3563
3,66
5,8802
4,1577
4,328
1,3
1,9
5,11605
2,107
3,205
4,114
2,20
3,1137
1,5
1,8
1,3
4,124
4,415
2,20
1,6
4,1316
2,12
3,153
1,18
2,9
5,849
1,3
1,3
2,12
4,1217
4,1458
2,94
2,35
4,82
4,2514
4,475
4,82
5,13597
3,17
1,11
2,10
1,11
5,8812
1,2
1,7
1,5
4,913
4,2434
2,75
2,45
4,833
1,2
4,244
2,15
5,9831
3,65
2,15
4,4536
3,110
3,128
3,55
2,6
2,46
2,64
1,8
2,12
1,5
1,1
1,3
1,5
3,294
2,28
2,54
2,7
3,372
2,27
1,7
1,3
3,108
3,75
2,44
6,24627
1,4
4,117
4,11541
3,721
2,28
1,2
1,18
4,3169
1,4
1,3
4,1416
1,3
5,15300
2,31
1,3
1,9
5,2718
2,5
4,1529
1,3
1,3
3,619
2,47
4,532
3,138
3,337
3,62
5,43500
5,7657
4,916
2,19
1,7
1,2
4,1036
2,95
2,88
7,94263
2,94
4,2994
1,3
1,5
2,19
2,26
5,2719
4,11510
2,7
5,11271
2,32
3,360
3,469
5,9778
6,7317
4,105
3,97
4,75
3,24438
5,9478
1,3
3,54
2,8
1,3
1,4
1,7
3,47
3,215
2,18
2,85
1,3
3,923
3,265
1,10
3,112
4,434
4,114
1,10
4,5078
4,5579
2,54
1,1
3,52
2,50
2,3
4,986
2,14
4,1996
2,38
3,14
6,8782
2,27
5,7326
2,28
2,131
3,1596
2,7
5,27978
4,75
1,11
1,1
2,8
2,12
3,63
6,10270
1,3
5,8562
1,2
2,94
5,2719
2,94
1,5
4,454
3,592
6,50624
4,940
1,1
1,3
2,5
2,57
6,28531
3,127
3,305
1,15
1,3
7,238656
2,25
4,935
1,1
3,187
2,27
2,47
7,275967
5,7153
2,110
5,2718
1,4
2,52
4,2160
1,10
3,102
3,150
7,228410
1,2
1,2
3,162
2,24
5,21949
2,15
3,56
5,4489
2,15
2,11
7,233669
1,2
3,101
4,2188
4,2790
2,13
1,3
3,18
2,258
4,298
2,130
2,19
1,1
1,3
6,50968
1,3
6,51928
4,320
6,10128
1,2
1,1
5,2718
5,3526
3,128
1,1
4,2101
4,639
1,1
1,7
5,1253
2,41
4,1048
2,54
6,56626
4,493
1,3
1,2
4,2648
4,1367
4,5360
3,611
3,177
1,3
2,6
4,622
6,12036
1,4
1,6
2,43
2,44
1,8
1,3
3,124
2,18
4,886
3,20
4,2350
4,594
2,6
2,16
1,3
3,75
2,16
5,4044
2,10
2,29
1,7
1,3
2,20
2,31
5,6501
3,491
6,29450
2,11
3,94
1,3
2,15
2,59
3,331
1,3
3,93
3,36
3,154
4,625
2,83
4,113
3,171
4,506
3,676
1,3
2,10
4,269
1,3
2,27
5,2545
4,739
2,121
2,11
4,267
1,3
5,4922
1,5
1,6
5,1942
2,6
2,27
1,3
2,21
2,15
6,12250
3,579
3,153
1,3
4,1448
1,3
4,923
5,13923
1,3
1,1
1,12
3,265
5,1185
1,3
4,73
1,8
1,3
4,1470
5,2489
5,1447
2,32
2,94
1,3
1,3
2,99
5,6008
1,1
6,10163
5,7895
4,1745
5,14572
1,4
1,1
3,1372
6,29248
2,47
2,63
1,1
1,3
4,281
4,602
1,3
1,3
1,1
4,31
1,3
2,42
3,536
2,5
2,51
2,69
5,9108
4,1874
2,23
1,3
2,13
2,76
4,743
6,21778
3,179
1,3
4,133
3,499
4,593
1,4
3,103
1,3
2,33
1,2
2,10
2,29
5,13067
2,30
2,7
2,58
2,10
4,1862
2,529
3,71
1,3
1,1
2,16
2,94
3,587
2,11
2,25
2,87
2,7
2,40
6,20110
1,3
2,10
4,300
4,1025
2,19
3,33
4,105
3,399
1,1
1,1
3,35
3,217
5,5924
1,8
2,43
2,94
1,2
5,4561
6,13844
3,151
2,41
2,15
6,43971
3,231
4,75
2,64
1,3
4,19270
2,61
2,8
4,200
5,5009
2,86
5,1193
1,3
1,6
1,3
3,482
2,94
1,5
1,5
3,99
4,2552
6,7050
1,3
2,51
4,2554
3,239
5,2718
1,4
2,11
4,10273
3,352
2,14
4,859
1,1
2,12
1,4
2,14
4,1177
3,141
1,3
3,565
3,48
3,24
1,1
1,3
1,3
2,22
1,3
1,7
3,66
5,4415
1,3
3,179
4,25011
3,102
3,67
6,46066
6,16205
3,41
2,55
4,4865
5,4232
2,107
1,3
2,16
3,198
2,12
4,595
1,7
4,319
3,499
3,97
1,2
5,21034
3,179
2,13
2,16
5,9893
5,13357
1,3
5,971
6,33930
2,18
2,24
2,12
2,29
1,6
2,104
3,86
3,310
5,3932
3,146
6,54670
3,318
2,86
5,3594
2,18
4,388
1,8
2,10
1,3
3,378
3,88
1,5
5,12474
4,2939
3,35
1,5
6,22341
6,83315
1,1
4,341
3,114
1,7
8,333705
4,6569
4,598
3,8544
1,1
1,4
6,18845
1,5
3,159
1,3
3,221
2,29
1,1
3,732
4,1361
3,125
1,5
4,1806
5,2719
1,3
2,13
2,7
1,3
1,2
5,1030
4,1018
1,5
1,3
2,157
4,1184
3,69
1,3
3,764
1,3
5,1134
5,1030
4,597
3,232
4,1107
2,27
4,1119
1,3
1,1
4,906
1,6
6,22382
4,32
1,1
2,44
4,637
2,23
4,3656
2,41
1,5
4,2347
2,24
4,3374
3,16
1,3
3,246
1,5
4,1418
4,2623
4,301
4,253
2,54
2,29
3,317
4,905
3,448
2,23
1,6
3,620
1,3
3,46
4,973
2,19
3,1544
5,9401
2,55
1,3
6,9284
2,16
1,1
3,152
3,345
6,27939
1,1
2,11
4,3144
3,100
3,30
2,119
5,2710
2,16
2,21
1,3
4,1955
2,19
3,702
1,1
3,272
4,4200
1,5
3,175
3,142
5,3900
2,44
2,27
5,4414
1,4
2,10
1,3
1,3
3,72
1,10
5,6842
1,3
1,2
4,742
1,3
2,16
3,289
5,14010
1,5
5,26382
3,591
2,32
2,47
2,27
3,169
3,187
3,530
7,218758
4,2692
1,24
4,597
2,13
2,27
2,18
2,18
4,349
2,10
6,14615
3,100
4,2249
4,66
2,13
5,2720
2,22
1,10
2,16
5,2718
2,50
2,40
2,29
3,87
2,13
4,221
1,5
1,3
5,1030
3,91
1,2
3,231
5,11724
2,11
3,526
3,235
4,75
1,3
4,1389
4,1672
4,1460
1,3
2,27
3,35
3,18
5,4078
1,3
4,861
2,29
2,51
5,22673
4,893
1,3
1,3
2,19
1,2
1,3
2,25
2,94
1,4
1,1
1,3
3,18
3,145
4,109
2,73
1,3
1,1
3,291
3,127
6,8329
4,1195
2,55
2,7
3,161
2,19
2,16
2,12
2,11
4,551
1,2
2,11
2,15
4,143
3,77
2,7
1,3
2,31
6,97259
3,19
5,7790
1,2
4,1136
1,1
2,104
5,163
7,76001
3,112
1,3
2,40
2,31
1,10
1,5
1,2
4,133
5,1833
1,1
2,11
3,222
1,4
3,51
6,15434
2,10
3,200
2,31
1,1
1,3
1,8
1,1
5,93079
1,6
4,844
3,51
2,20
6,14558
2,14
5,677
2,18
3,425
3,116
6,19363
6,35975
2,12
1,4
1,10
1,2
1,6
2,11
4,1367
2,44
5,7308
1,2
2,12
1,10
3,408
2,144
1,3
4,8550
2,16
2,78
5,2719
4,164
4,1926
1,3
4,501
5,708
3,58
1,10
4,6590
2,31
3,859
5,3978
3,140
2,26
4,78
2,25
1,3
3,114
1,3
1,3
1,6
2,17
3,1214
2,6
2,75
6,71249
3,42
3,44
2,9
3,31
4,399
1,5
2,15
1,5
3,54
4,2247
5,5961
2,6
1,3
4,829
1,7
1,2
1,5
1,7
3,45
3,453
4,814
2,10
6,7464
2,30
2,4
5,5575
1,4
1,2
1,5
2,80
2,8
1,3
1,6
2,22
1,3
3,125
3,34
5,3345
3,254
1,7
1,1
4,493
4,720
2,33
2,12
1,3
2,41
5,10032
4,2779
5,2718
4,463
2,41
5,16604
4,343
3,258
2,26
2,49
3,44
3,92
7,114365
1,4
1,5
2,69
1,3
3,58
4,323
3,523
4,1162
3,56
6,47954
2,49
4,598
5,12902
1,5
1,3
6,35047
2,19
1,3
4,336
3,523
6,9846
1,6
5,4653
5,4416
3,132
2,24
3,65
1,3
3,125
3,47
3,19
2,34
2,62
2,18
3,178
3,91
4,1040
3,900
4,214
4,2796
1,3
2,209
1,7
3,183
2,7
1,7
1,5
1,1
3,71
5,8352
4,3377
1,5
5,4810
2,58
3,64
4,160
2,54
1,3
3,11
2,39
2,36
1,3
4,6059
3,85
5,12351
2,12
1,2
2,26
1,5
4,3561
4,375
2,27
2,10
7,234142
2,9
6,168337
3,479
1,1
1,2
3,717
1,10
1,10
3,221
3,402
2,199
3,314
6,43756
1,3
2,31
2,12
1,3
5,4362
5,6059
1,4
1,4
6,21740
4,163
5,4734
1,5
5,2075
5,3901
4,2643
1,1
5,20104
4,2089
1,3
4,653
2,19
3,42
1,1
4,3401
5,12091
1,1
2,11
1,2
4,1082
2,16
2,32
2,24
6,28360
3,172
2,37
2,30
4,221
4,4971
4,2536
1,5
1,3
4,3424
4,230
5,2719
2,65
5,1467
3,13
3,178
5,7143
1,7
1,2
1,6
4,949
4,522
4,2594
2,78
5,336
1,2
