1728,542
6690,8848
147,140
300000,300000
96834,34435
608,284
1881,3163
1539,2437
467,1072
154,140
182,463
2080,2832
10308,5565
225,98
456,669
116199,300000
223,148
2313,16538
236,125
232,303
3134,8045
300000,300000
143,80
201,194
18678,54580
2677,18607
126,256
748,2301
305,134
1331,552
5247,22536
121,152
300000,300000
300000,300000
1914,441
18215,41437
300000,300000
219250,300000
300000,300000
115,181
300000,300000
960,293
635,631
300000,300000
104,97
376,367
181,207
300000,300000
604,1643
175,232
239,89
194,256
4198,10683
16437,300000
82467,300000
141,82
300000,300000
709,840
134,234
156027,244220
6002,9288
7035,11935
4547,797
240,567
599,777
18078,30104
118,122
521,281
182,225
213,249
241,769
2103,1228
150,178
102277,300000
1357,2768
300000,300000
300000,300000
21040,135505
4171,561
1424,6155
1030,1027
5028,125104
181,216
300000,300000
300000,300000
364,2888
3687,602
263,127
123,189
1654,4706
215732,53675
105,115
221,922
30115,24998
1119,661
1697,396
235,280
300000,300000
84634,126340
169,278
300000,300000
118,337
198,87
360,427
300000,300000
226,209
924,2858
725,433
1178,1984
45197,300000
124,142
1565,550
381,137
906,725
1789,719
647,480
381,477
7511,6185
106,85
322,823
300000,300000
112,110
152,285
250705,300000
300000,300000
300000,300000
1530,2920
700,2137
337,579
141,137
313,162
109,82
300000,300000
300000,300000
361,433
1888,739
105,177
2967,2398
679,2949
212,689
1126,3041
58420,300000
300000,300000
124,90
199,221
542,607
248,289
70092,32401
625,666
300000,300000
300000,300000
1459,3019
287,2871
797,1732
300000,300000
357,178
109,237
511,1916
126,139
619,688
300000,300000
501,739
118,89
125,90
177,262
2034,1376
6677,4247
116,105
341,259
1687,1010
1964,7404
273,349
478,216
279,125
300000,300000
221,240
3080,21179
236303,300000
300000,300000
18184,38040
70081,1896
1832,2184
3415,8093
1142,1357
240,130
22141,300000
131,135
183,174
682,488
13227,300000
112,123
300000,300000
3898,300000
468,157
300000,300000
5271,5416
100,111
300000,300000
190,341
271,1589
3444,547
2339,36528
300000,300000
1968,15312
3343,4974
300000,300000
409,602
179,420
1290,332
2797,17339
3720,3876
208,84
300000,1689
111,87
300000,300000
471,3909
1001,2770
137,155
3942,1034
11879,6368
3136,2166
502,1239
2972,215217
155,457
382,161
574,553
5206,5794
2746,1382
803,198
419,483
700,331
159,105
300000,300000
753,3933
1598,1351
110905,300000
4763,17757
202,199
167345,300000
691,660
191,248
300000,300000
124,111
375,192
428,1256
241,271
525,278
300000,300000
41582,300000
300000,300000
268,278
1435,2792
300000,300000
169,222
4751,886
970,2116
300000,300000
2404,13978
300000,300000
648,473
255,195
300000,300000
209,105
541,809
175,130
396,575
300000,16338
27156,300000
110,84
300000,300000
165,281
512,115
358,170
1249,350
300000,300000
1216,659
7960,28313
553,1140
105,92
291,496
150,148
137,176
1190,3398
1208,220
2777,12930
184,246
252,291
1535,364
27374,300000
340,678
460,419
208,91
300000,300000
136,134
300000,70172
259,332
566,212
1967,2810
246,387
191,289
17194,33012
279,849
148,176
300000,300000
300000,300000
525,619
443,2340
300000,62755
155,143
186,85
256,125
162,196
284,309
300000,300000
300000,300000
240490,300000
107,115
423,1333
2555,16513
322,274
257,542
581,565
290,290
6182,12167
235,121
10046,26105
51549,300000
1092,2341
9131,10136
300000,300000
335,121
300000,300000
890,1494
159,517
300000,300000
20260,52269
139,100
116,210
329,160
300000,300000
733,2006
1909,576
300000,300000
108,154
108,146
4159,29770
300000,300000
300000,300000
10086,16524
145,180
57923,300000
4072,874
160131,300000
300000,300000
468,2065
15207,9854
6357,124005
300000,300000
4872,13812
2828,1616
4528,300000
4925,1858
603,1005
728,2125
300000,300000
4753,2612
1524,1947
2850,5595
300000,300000
155,580
300000,300000
1137,332
152842,300000
69872,300000
100,112
102,89
70565,300000
352,117
5151,1995
129,121
6780,11592
300000,300000
824,397
217,703
300000,300000
181,646
307,797
490,939
164,195
141,159
902,431
199,373
300000,300000
300000,300000
4089,1393
300000,300000
1902,426
300000,300000
300000,300000
300000,300000
176192,300000
1899,3062
637,1022
203,756
933,967
93752,34690
3744,11193
261,121
1779,158
300000,300000
22057,236303
225,305
1110,211
107,81
4615,9028
622,843
300000,300000
300000,300000
42411,228532
127,168
304,744
1270,317
1882,6192
300000,300000
11297,59015
18640,40443
215,146
5756,5743
341,323
300000,300000
27480,49283
98,139
322,271
300000,300000
300000,300000
35834,81342
113,201
638,750
279,1035
186,117
2147,6897
23094,45996
10103,4249
144,90
221,131
146,141
300000,5907
300000,300000
307,327
181179,147800
300000,300000
300000,300000
300000,300000
300000,300000
876,1210
548,381
4825,3647
212,793
168,346
300000,14408
102,85
300000,300000
1036,991
3059,7564
300000,300000
250,268
300000,300000
300000,300000
300000,300000
1472,683
5405,5990
176,308
301,343
24226,215156
178,176
300000,300000
8824,6342
243202,300000
268,154
300000,300000
6074,170561
300000,300000
300000,5319
165,352
330,3368
203,181
143,314
300000,251957
169,82
172,186
300000,209
300000,300000
71154,300000
31343,77470
14195,3617
944,2127
383,521
300000,300000
7011,8550
1372,369
300000,300000
1703,4005
116,123
254,348
484,744
40438,9255
300000,300000
300000,300000
3934,113261
300000,300000
