95608	300000
4492	3493
259	1159
1794	527
824	1497
135	890
1551	1103
45811	135940
550	456
178	108
1617	3735
230	184
300000	300000
6398	29301
300000	300000
35099	300000
13227	11447
288	422
6175	973
124	167
1020	4145
1356	545
107	136
3144	2499
84806	273081
10753	268915
1762	637
128	90
848	531
283	161
1491	2302
39025	300000
180	368
300000	300000
300000	300000
300000	300000
302	457
921	3247
9859	28430
636	352
329	223
998	2611
650	3865
182	284
1144	1040
137	117
547	220
163	455
163	152
9558	204579
136	105
125425	24115
23927	201948
8806	7521
1219	454
98	136
588	5397
508	577
403	206
2811	6340
181	156
300000	300000
326	114
287	490
6092	11379
238	204
162	167
152	385
3945	22326
14336	300000
513	719
108	133
157	227
1897	2676
960	422
300000	300000
119	102
300000	300000
1970	889
187421	300000
365	431
3571	3554
300000	300000
462	142
3966	1138
22598	300000
300000	300000
183	175
118	152
172	166
194	152
300000	252780
343	305
101	152
1304	670
5780	4182
230	444
1736	468
300000	300000
300000	300000
399	179
300000	300000
294	159
3422	2392
647	129
814	267
300000	300000
13175	24515
1632	1432
300000	300000
6425	134985
101	134
107	220
300000	300000
175	147
738	376
97	105
230	208
2629	1273
116	127
300000	300000
271	2527
736	1324
555	1062
257	193
1407	3708
300000	300000
53346	300000
33059	143291
89	133
291	428
101	106
300000	300000
1424	1119
258	301
137	180
23915	300000
300000	300000
5966	1300
12248	81477
458	178
3486	5635
300000	300000
2048	2313
3787	20245
1096	1173
65905	63226
300000	300000
300000	278777
2226	878
2403	3301
300000	300000
211	219
512	1223
143	134
586	159
826	226
151	132
5603	1003
39787	1806
2636	950
393	311
300000	300000
1639	227
356	371
3092	684
178	617
3243	1126
222	224
126	185
1703	5138
281	445
300000	300000
571	127
224	153
5642	74411
258	264
109	387
121	383
199	431
178	172
25792	76755
112335	300000
3146	38935
566	1761
6827	3350
128	222
4605	1218
23545	22978
272	362
123	434
109	144
300000	267468
53686	136954
326	841
252	134
179	182
453	372
300000	300000
3630	811
300000	300000
176	139
2802	3526
300000	300000
151	343
336	271
1104	425
199	220
9485	125711
353	228
125	209
1132	903
5162	54746
1911	1027
25357	27458
5195	10473
917	2134
119	466
300000	300000
300000	300000
454	462
273455	28669
737	126
4638	4342
5639	3561
300000	300000
300000	300000
431	482
14235	300000
239	201
350	458
135	170
1686	2296
300000	300000
300000	300000
300000	300000
5122	25020
135	190
165	367
13731	7521
300000	300000
222	199
1602	5448
423	268
168	104
23378	72932
109	160
141	139
300000	67985
362	642
4393	1152
300000	300000
9909	3671
660	4139
4387	7051
246	1080
7933	98897
300000	192538
4726	6631
322	384
160891	300000
109	92
1136	522
458	332
300000	300000
497	990
192320	300000
155	540
122	215
123	112
8001	300000
11737	185052
300000	300000
1175	986
300000	300000
247	199
6826	19456
151	187
1300	660
382	306
71174	300000
397	219
289	375
51595	300000
322	451
2345	2382
1009	1281
162	149
301	656
483	721
170	260
313	668
300000	300000
228	169
102	83
300000	300000
146	144
179	153
300000	300000
2561	28775
362	2555
300000	300000
300000	300000
269	557
221	185
3610	1519
149	300
290	1215
124	144
374	723
1077	473
1308	2098
112918	237409
527	151
6088	4311
37080	300000
782	888
261	318
427	90
298	260
23221	259517
128	137
106	137
14177	70009
106	339
18095	14221
340	632
195	202
397	147
2783	874
134	119
300000	300000
4704	21570
106	143
126	356
5751	20295
1005	958
1349	704
843	955
2887	9246
1620	4094
224681	300000
6281	3842
4448	24670
307	141
165	614
300000	300000
205	156
5661	24672
300000	300000
1250	7373
1325	1202
24621	28263
386	251
12956	300000
108	185
174	247
300000	300000
259	339
300000	300000
206	211
4249	1035
13673	13646
170	139
300000	300000
300000	6964
60400	294972
589	305
300000	300000
7323	5270
2821	45915
89316	285440
227277	300000
300000	300000
2224	1894
593	377
300000	300000
466	1262
83936	207901
6483	31609
300000	300000
300000	300000
127	145
1570	1072
310	265
129	140
157	214
251	244
367	841
300000	300000
4892	24058
199	224
952	1745
117	146
11330	6609
300000	300000
2318	7813
376	1053
449	450
663	692
5364	48258
234	503
9594	300000
67431	300000
739	839
303	133
3849	1458
537	2159
131	158
3491	22790
497	444
11743	59548
370	1129
133	126
29366	119520
176	859
11630	50507
300000	300000
300000	300000
300000	300000
577	1032
1538	5340
41799	108912
155	141
212660	300000
290	489
496	340
300000	300000
95	113
303	118
325	399
1234	1899
142061	50142
162	363
37222	300000
114	422
588	643
2121	824
276	244
300000	300000
309	298
1683	990
3422	2178
192173	300000
300000	300000
3146	33789
123	77
120	109
107	113
300000	300000
300000	300000
578	222
91727	300000
1085	5673
4731	7117
224	360
300000	300000
300000	300000
300000	300000
114	198
300000	300000
300000	300000
104716	160460
300000	300000
300000	300000
198	426
3847	22317
227	158
800	1648
162	748
228	347
143525	86202
21662	284159
3315	6165
2199	1126
204	528
300000	300000
221	253
300000	300000
16215	124581
1257	300
300000	300000
284	351
681	2467
300000	300000
142294	300000
300000	300000
180	2034
135	186
300000	300000
1179	7063
309	268
43648	300000
289	313
428	215
10317	74769
330	153
115	271
300000	300000
87290	97215
144	67
839	3863
15214	45750
95321	204979
300000	2876
275	253
300000	300000
126	159
300000	300000
300000	300000
439	895
1699	2796
3063	1559
300000	300000
300000	248858
968	4052
771	590
146	115
167	217
61973	300000
300000	300000
130	144
202153	300000
2752	648
6251	6249
193	285
300000	300000
87	102
300000	300000
5283	1313
217623	300000
300000	300000
3372	8210
138	778
5127	40871
300000	300000
3766	300000
101	76
300000	300000
286	213
4108	2340
491	792
3364	6407
235	462
73053	300000
2464	3107
109	136
105	122
13883	300000
1297	3396
13060	62747
751	1413
300000	300000
612	572
213	200
395	127
3836	3270
111886	125485
300000	300000
111	112
190	129
300000	300000
266	1422
300000	300000
436	430
300000	300000
189	434
268	152
4939	7560
232	167
13127	68773
300000	300000
300000	300000
247	137
8027	37858
4362	43515
300000	27643
300000	300000
131	113
197	1073
259	171
364	337
274	319
44432	300000
196	393
762	148
198	352
191	173
208	334
223	409
300000	300000
16526	55048
817	883
50115	300000
705	140
554	1535
266	179
300000	300000
532	311
2434	18547
6315	67675
174	136
1773	1970
149	179
823	3061
1183	3425
393	453
1209	4518
4472	23311
882	1616
2450	7272
155	401
300000	300000
146	285
300000	300000
3000	4158
98	260
1256	2310
300000	300000
180370	137054
6628	11222
363	494
300000	300000
247	176
19099	3714
133	131
7329	24033
300000	300000
300000	300000
135	188
268	601
300000	300000
7634	300000
142	100
1873	10518
240	207
208	125
228	251
79244	198914
8391	40810
1843	774
111	334
12774	17493
145	366
5810	129272
52155	300000
105	147
300000	300000
137	557
437	251
4968	1005
7610	266038
242	110
4230	438
139	194
106	143
3126	5324
4732	27370
6025	6049
249	249
551	264
168	161
300000	300000
115	152
300000	300000
689	828
10213	2943
145	134
176711	161093
35978	300000
24575	211769
120064	300000
303	261
207	456
300000	300000
4368	79354
63091	123001
854	1653
1216	4265
125	68
147	143
1005	4547
2778	207610
103	153
113	130
100	115
342	151
114	174
1263	459
9773	5041
113	99
564	4908
4841	23472
23048	300000
4218	6531
280	168
300000	300000
141	128
1016	530
495	286
2821	3564
234808	300000
1489	380
325	152
875	328
3019	905
300000	300000
1382	6254
137	197
1646	893
300000	300000
300000	300000
300000	71765
192	119
346	166
122	349
414	205
418	723
46300	300000
148	138
355	130
337	294
300000	300000
300000	300000
120	80
300000	300000
300000	300000
8918	127221
2125	51170
5134	1082
300000	300000
243	303
121	368
575	185
277	213
300000	300000
9714	43987
1015	730
151	248
300000	300000
300000	300000
300000	300000
2769	2390
152	175
239	738
9848	127350
266	219
205	207
881	2442
7724	14605
523	738
300000	300000
300000	300000
267	280
775	329
300000	300000
3088	5460
110	188
176	107
421	317
2154	5335
20577	157903
157	344
1716	1347
1155	281
300000	300000
166	241
14174	7347
10544	300000
24038	2301
395	533
182	314
300000	300000
46922	300000
1759	9451
552	467
549	1265
111	133
49263	300000
805	2303
186	142
1681	3642
91085	216342
540	1425
3802	6533
180	157
298	205
300000	300000
300000	300000
137	132
4517	2688
397	221
184	136
167	374
1056	1267
300000	300000
17279	144617
223432	300000
166	134
355	217
17559	249088
775	1814
4107	973
124	143
829	213
13871	2474
8123	17806
320	1007
300000	300000
5076	44973
97	117
237	202
162	120
194	407
7307	46532
4468	300000
93	183
1913	272665
300000	300000
570	1525
346	226
96	92
175	189
158	216
974	744
187	132
189	137
940	1160
3280	22424
107	150
558	482
34907	30722
924	4943
1027	26881
300000	300000
33369	87390
9108	6788
716	3233
497	578
27532	126171
18718	63276
300000	300000
581	118
105	138
291	656
37421	5845
446	410
3236	300000
300000	300000
210	321
300000	300000
2433	3749
1419	2131
2875	3031
122	113
300000	300000
24383	300000
484	844
200	137
169	546
21257	62843
168386	300000
126	150
901	742
89816	300000
286	418
